Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Vendor,Pack Price,Unit Price,Unit of Measure (Per Pack),Shipment Mode,Product Group,Manufacturing Site,Freight Cost (USD)
9-Jan-12,9-Jan-12,9-Jan-12,GLAXOSMITHKLINE EXPORT LIMITED,9.28,0.04,240,Ocean,ARV,GSK Mississauga (Canada),3755.91
31-Jan-14,31-Jan-14,3-Feb-14,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",29.0,1.45,20,Air,HRDT,Chembio Diagnostics Sys. Inc.,7153.63
24-Aug-15,24-Aug-15,24-Aug-15,PHARMACY DIRECT,14.85,0.5,30,Truck,ARV,Mylan (formerly Matrix) Nashik,Freight Included in Commodity Cost
8-Nov-13,8-Nov-13,13-Nov-13,STRIDES ARCOLAB LIMITED,3.19,0.11,30,Ocean,ARV,"Strides, Bangalore, India.",8144.11
5-Sep-14,5-Sep-14,16-Sep-14,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",See ASN-26738 (ID#:15115)
27-Jan-12,27-Jan-12,27-Jan-12,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),7.71,0.13,60,Air,ARV,ABBVIE Ludwigshafen Germany,3035.87
16-Aug-13,16-Aug-13,16-Aug-13,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),8.1,0.13,60,Air,ARV,Mylan (formerly Matrix) Nashik,28304.85
19-Aug-14,9-Sep-14,29-Sep-14,"Orgenics, Ltd",89.0,0.89,100,Air,HRDT,"Alere Medical Co., Ltd.",19112.91
12-May-10,12-May-10,12-May-10,S. BUYS WHOLESALER,46.91,1.56,30,Truck,ARV,"Aspen-OSD, Port Elizabeth, SA",Freight Included in Commodity Cost
27-Aug-14,27-Aug-14,27-Aug-14,S. BUYS WHOLESALER,21.87,0.73,30,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
4-May-11,4-May-11,4-May-11,Aurobindo Pharma Limited,13.0,0.43,30,Air,ARV,"Aurobindo Unit III, India",1206.62
30-Oct-14,30-Oct-14,4-Nov-14,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),8.1,0.13,60,Air,ARV,Mylan (formerly Matrix) Nashik,See ASN-27943 (ID#:13904)
24-Jan-12,24-Jan-12,24-Jan-12,Aurobindo Pharma Limited,5.35,0.18,30,Air,ARV,"Aurobindo Unit VII, IN",2964.49
22-Nov-10,22-Nov-10,22-Nov-10,"Orgenics, Ltd",77.7,0.78,100,Air,HRDT,Inverness Japan,2319.8
20-Oct-11,20-Oct-11,20-Oct-11,"Standard Diagnostics, Inc.",20.0,0.8,25,Air,HRDT,"Standard Diagnostics, Korea",648.95
9-May-14,9-May-14,12-May-14,Aurobindo Pharma Limited,1.51,0.01,240,Ocean,ARV,"Aurobindo Unit III, India",2214.69
30-Nov-11,30-Nov-11,30-Nov-11,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),82.2,0.27,300,Air,ARV,ABBVIE (Abbott) Logis. UK,1454.81
27-Aug-14,27-Aug-14,27-Aug-14,S. BUYS WHOLESALER,27.42,0.11,240,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
4-Mar-14,4-Mar-14,5-Mar-14,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),30.82,0.1,300,Air,ARV,ABBVIE (Abbott) Logis. UK,2553.06
19-Aug-14,27-Aug-14,4-Sep-14,"Orgenics, Ltd",89.0,0.89,100,Air,HRDT,"Alere Medical Co., Ltd.",37297.95
9-Mar-10,9-Mar-10,9-Mar-10,EMCURE PHARMACEUTICALS LTD,26.09,0.43,60,Air,ARV,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",990.07
16-May-12,16-May-12,16-May-12,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),14.1,0.47,30,Air,ARV,Mylan (formerly Matrix) Nashik,See ASN-14517 (ID#:44737)
25-Jun-14,25-Jun-14,25-Jun-14,PHARMACY DIRECT,22.06,0.07,300,Truck,ARV,ABBVIE (Abbott) Logis. UK,Freight Included in Commodity Cost
23-Apr-11,23-Apr-11,23-Apr-11,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",1595.38
17-Jul-14,17-Jul-14,17-Jul-14,STRIDES ARCOLAB LIMITED,3.19,0.11,30,Air,ARV,"Strides, Bangalore, India.",22734.92
5-Jun-12,5-Jun-12,5-Jun-12,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",24.5,24.5,1,Air,HRDT,"KHB Test Kit Facility, Shanghai China",1327.6
10-Apr-15,10-Apr-15,13-Apr-15,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1.99,0.03,60,Air,ARV,"Mylan,  H-12 & H-13, India",12580
5-Mar-12,5-Mar-12,5-Mar-12,Aurobindo Pharma Limited,7.35,0.24,30,Air,ARV,"Aurobindo Unit III, India",51294.87
7-Oct-11,7-Oct-11,7-Oct-11,"Orgenics, Ltd",92.0,0.92,100,Air,HRDT,Inverness Japan,8776.57
9-Mar-15,9-Mar-15,9-Mar-15,PHARMACY DIRECT,5.17,0.02,240,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
30-Jun-15,26-Jun-15,2-Jul-15,"Orgenics, Ltd",89.0,0.89,100,Air,HRDT,"Alere Medical Co., Ltd.",21672.24
12-May-15,12-May-15,12-May-15,PHARMACY DIRECT,15.9,0.26,60,Truck,ARV,"BMS Evansville, US",Freight Included in Commodity Cost
16-Apr-13,16-Apr-13,16-Apr-13,S. BUYS WHOLESALER,22.8,0.1,240,Truck,ARV,GSK Mississauga (Canada),Freight Included in Commodity Cost
17-Mar-10,17-Mar-10,17-Mar-10,Aurobindo Pharma Limited,1.45,0.02,60,Air,ARV,"Aurobindo Unit III, India",17541.06
24-Aug-10,20-Sep-10,20-Sep-10,Aurobindo Pharma Limited,2.53,0.04,60,Air,ARV,"Aurobindo Unit III, India",2016.42
25-Jul-13,25-Jul-13,25-Jul-13,HETERO LABS LIMITED,8.21,0.14,60,Ocean,ARV,Hetero Unit III Hyderabad IN,7567.99
7-Nov-13,7-Nov-13,8-Nov-13,Aurobindo Pharma Limited,4.65,0.16,30,Air,ARV,"Aurobindo Unit VII, IN",26980.59
24-Jul-15,24-Jul-15,24-Jul-15,PHARMACY DIRECT,18.03,0.3,60,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
5-Mar-10,5-Mar-10,5-Mar-10,Aurobindo Pharma Limited,20.5,0.68,30,Air,ARV,"Aurobindo Unit III, India",1664.12
29-Jun-12,29-Jun-12,29-Jun-12,Aurobindo Pharma Limited,20.0,0.67,30,Air,ARV,"Aurobindo Unit III, India",4822.01
10-Feb-11,10-Feb-11,10-Feb-11,"Orgenics, Ltd",89.0,0.89,100,Air,HRDT,Inverness Japan,14515.01
2-Sep-13,2-Sep-13,2-Sep-13,Aurobindo Pharma Limited,4.6,0.08,60,Ocean,ARV,"Aurobindo Unit III, India",See ASN-19819 (ID#:13739)
4-Apr-14,4-Apr-14,22-Apr-14,MICRO LABS LIMITED,1.9,0.06,30,Air,ARV,"Micro labs, Verna, Goa, India",1411.52
27-Jun-11,27-Jun-11,27-Jun-11,"Standard Diagnostics, Inc.",20.0,0.8,25,Air,HRDT,"Standard Diagnostics, Korea",23489.63
31-May-10,31-May-10,31-May-10,S. BUYS WHOLESALER,16.46,0.27,60,Truck,ARV,"BMS Meymac, France",Freight Included in Commodity Cost
4-Jun-13,4-Jun-13,4-Jun-13,"Orgenics, Ltd",80.0,0.8,100,Air,HRDT,"Alere Medical Co., Ltd.",125.42
29-Aug-14,29-Aug-14,29-Aug-14,S. BUYS WHOLESALER,27.04,0.11,240,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
24-Jan-14,24-Jan-14,5-Feb-14,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",77833.24
5-Oct-11,5-Oct-11,5-Oct-11,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",2242.31
10-Feb-11,10-Feb-11,10-Feb-11,"Orgenics, Ltd",89.0,0.89,100,Air,HRDT,Inverness Japan,9162.21
19-Mar-14,19-Mar-14,24-Mar-14,"Orgenics, Ltd",80.0,0.8,100,Air,HRDT,"Alere Medical Co., Ltd.",5346.38
8-Dec-10,8-Dec-10,8-Dec-10,Aurobindo Pharma Limited,7.33,0.12,60,Ocean,ARV,"Aurobindo Unit III, India",3161.68
18-Jun-12,18-Jun-12,18-Jun-12,"Orgenics, Ltd",100.0,1.0,100,Air,HRDT,"Alere Medical Co., Ltd.",3825.21
16-Aug-12,16-Aug-12,16-Aug-12,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",25818.23
4-Jun-10,4-Jun-10,4-Jun-10,S. BUYS WHOLESALER,6.07,0.1,60,Truck,ARV,"BMS Meymac, France",Freight Included in Commodity Cost
7-Dec-12,7-Dec-12,7-Dec-12,"Orgenics, Ltd",80.0,0.8,100,Air,HRDT,"Alere Medical Co., Ltd.",22223.95
21-Nov-13,21-Nov-13,21-Nov-13,Aurobindo Pharma Limited,11.4,0.19,60,Air,ARV,"Aurobindo Unit III, India",9612.49
7-Nov-13,8-Nov-13,17-Nov-13,"Orgenics, Ltd",89.0,0.89,100,Air,HRDT,"Alere Medical Co., Ltd.",21084.84
25-Apr-12,25-Apr-12,25-Apr-12,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",794.72
2-Sep-13,2-Sep-13,2-Sep-13,Aurobindo Pharma Limited,1.43,0.01,240,Ocean,ARV,"Aurobindo Unit III, India",See ASN-19819 (ID#:13739)
4-Jan-12,4-Jan-12,4-Jan-12,Aurobindo Pharma Limited,14.93,0.25,60,Ocean,ARV,"Aurobindo Unit III, India",146.5
14-Feb-12,14-Feb-12,14-Feb-12,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),91.5,1.52,60,Air,ARV,"MSD, Haarlem, NL",250
14-May-10,14-May-10,14-May-10,S. BUYS WHOLESALER,16.42,0.07,240,Truck,ARV,GSK Mississauga (Canada),Freight Included in Commodity Cost
5-Jun-13,6-Jun-13,6-Jun-13,"Orgenics, Ltd",80.0,0.8,100,Air,HRDT,"Alere Medical Co., Ltd.",21684.99
16-Apr-14,16-Apr-14,29-Apr-14,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),30.82,0.1,300,Air,ARV,ABBVIE (Abbott) Logis. UK,5848.39
7-Dec-11,7-Dec-11,7-Dec-11,CIPLA LIMITED,2.06,0.01,240,Ocean,ARV,"Cipla, Goa, India",9021.5
19-Oct-09,19-Oct-09,19-Oct-09,S. BUYS WHOLESALER,28.55,0.95,30,Truck,ARV,"BMS Meymac, France",Freight Included in Commodity Cost
7-Oct-14,7-Oct-14,9-Oct-14,"Orgenics, Ltd",80.0,0.8,100,Air,HRDT,"Alere Medical Co., Ltd.",7651.46
29-Dec-09,29-Dec-09,29-Dec-09,S. BUYS WHOLESALER,7.22,0.04,200,Truck,ARV,GSK Mississauga (Canada),Freight Included in Commodity Cost
10-Mar-15,10-Mar-15,10-Mar-15,HETERO LABS LIMITED,1.8,0.03,60,Air,ARV,Hetero Unit III Hyderabad IN,1328.13
20-Dec-11,20-Dec-11,20-Dec-11,"Orgenics, Ltd",80.0,0.8,100,Air,HRDT,"Alere Medical Co., Ltd.",25052.44
6-Oct-10,6-Oct-10,6-Oct-10,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",5806.53
16-Apr-13,16-Apr-13,16-Apr-13,S. BUYS WHOLESALER,23.87,0.27,90,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
21-Sep-11,21-Sep-11,21-Sep-11,Aurobindo Pharma Limited,33.6,0.28,120,Ocean,ARV,"Aurobindo Unit III, India",11729.82
2-Jul-15,2-Jul-15,30-Jul-15,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",See ASN-31750 (ID#:19272)
2-Jul-15,7-Jul-15,7-Jul-15,"Orgenics, Ltd",5.0,5.0,1,Air,HRDT,"Alere Medical Co., Ltd.",Invoiced Separately
13-Jan-14,13-Jan-14,13-Jan-14,S. BUYS WHOLESALER,24.27,0.1,240,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
28-Nov-14,28-Nov-14,28-Nov-14,PHARMACY DIRECT,21.83,0.73,30,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
7-May-14,7-May-14,9-May-14,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",Invoiced Separately
16-Apr-13,16-Apr-13,16-Apr-13,S. BUYS WHOLESALER,35.51,0.15,240,Truck,ARV,GSK Mississauga (Canada),Freight Included in Commodity Cost
24-Jan-14,24-Jan-14,24-Jan-14,"Orgenics, Ltd",89.0,0.89,100,Air,HRDT,"Alere Medical Co., Ltd.",See ASN-22749 (ID#:45723)
12-Dec-12,12-Dec-12,12-Dec-12,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),22.5,0.75,30,Air,ARV,Mylan (formerly Matrix) Nashik,25732.17
25-Feb-14,25-Feb-14,25-Feb-14,Aurobindo Pharma Limited,11.8,0.39,30,Ocean,ARV,"Aurobindo Unit VII, IN",54417.75
4-Oct-12,4-Oct-12,4-Oct-12,Aurobindo Pharma Limited,20.0,0.67,30,Air,ARV,"Aurobindo Unit III, India",970.79
2-Aug-10,2-Aug-10,2-Aug-10,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),306.88,0.91,336,Air,ARV,ABBVIE (Abbott) Logis. UK,5795.92
6-Feb-14,6-Feb-14,6-Feb-14,S. BUYS WHOLESALER,64.58,1.08,60,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
31-Mar-15,31-Mar-15,31-Mar-15,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),60.8,0.51,120,Air,ARV,ABBVIE Ludwigshafen Germany,5134.12
1-Jun-10,4-Jun-10,4-Jun-10,Aurobindo Pharma Limited,4.67,0.16,30,Air,ARV,"Aurobindo Unit III, India",6105.79
1-Oct-09,1-Oct-09,1-Oct-09,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),82.2,0.68,120,Air,ARV,ABBVIE Ludwigshafen Germany,954.38
20-Jun-12,20-Jun-12,20-Jun-12,LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),7.0,0.12,60,Air,ARV,Bristol-Myers Squibb Anagni IT,541.75
29-Sep-14,29-Sep-14,30-Sep-14,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),10.5,0.35,30,Air,ARV,"Mylan,  H-12 & H-13, India",20371.77
16-Apr-13,16-Apr-13,16-Apr-13,S. BUYS WHOLESALER,25.24,0.42,60,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
9-Feb-11,17-Mar-11,17-Mar-11,ASPEN PHARMACARE,10.02,0.04,240,Air,ARV,GSK Mississauga (Canada),12474.06
19-Oct-12,19-Oct-12,19-Oct-12,Aurobindo Pharma Limited,24.0,0.2,120,Air,ARV,"Aurobindo Unit III, India",2492.47
27-Jun-11,27-Jun-11,27-Jun-11,LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),23.67,0.79,30,Air,ARV,Bristol-Myers Squibb Anagni IT,See ASN-10811 (ID#:17259)
21-Dec-10,21-Dec-10,21-Dec-10,"Orgenics, Ltd",97.68,0.98,100,Air,HRDT,Inverness Japan,5631.87
20-May-15,20-May-15,20-May-15,"Orgenics, Ltd",80.0,0.8,100,Air,HRDT,"Alere Medical Co., Ltd.",24821.13
1-Feb-11,1-Feb-11,1-Feb-11,Aurobindo Pharma Limited,4.51,0.15,30,Ocean,ARV,"Aurobindo Unit III, India",630.5
24-Dec-12,24-Dec-12,24-Dec-12,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",558.46
27-Aug-14,27-Aug-14,27-Aug-14,S. BUYS WHOLESALER,33.72,1.12,30,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
31-Dec-12,31-Dec-12,31-Dec-12,"Orgenics, Ltd",80.0,0.8,100,Air,HRDT,"Alere Medical Co., Ltd.",12950.74
24-Aug-15,24-Aug-15,24-Aug-15,PHARMACY DIRECT,18.25,0.2,90,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
13-Oct-10,13-Oct-10,13-Oct-10,CIPLA LIMITED,7.82,0.26,30,Air,ARV,"Cipla, Goa, India",3646.13
30-Mar-12,30-Mar-12,30-Mar-12,Aurobindo Pharma Limited,13.0,0.43,30,Air,ARV,"Aurobindo Unit III, India",See ASN-14125 (ID#:22658)
20-Mar-13,20-Mar-13,20-Mar-13,"Orgenics, Ltd",80.0,0.8,100,Air,HRDT,"Alere Medical Co., Ltd.",13303.36
5-Aug-15,5-Aug-15,10-Aug-15,EMCURE PHARMACEUTICALS LTD,18.0,0.6,30,Air,ARV,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Invoiced Separately
2-May-14,30-May-14,30-May-14,"Orgenics, Ltd",80.0,0.8,100,Air,HRDT,"Alere Medical Co., Ltd.",13789.73
15-Jul-14,15-Jul-14,12-Aug-14,"Orgenics, Ltd",80.0,0.8,100,Air,HRDT,"Alere Medical Co., Ltd.",2631.39
28-Dec-09,28-Dec-09,28-Dec-09,S. BUYS WHOLESALER,5.97,0.1,60,Truck,ARV,GSK Cape Town Factory (South Africa),Freight Included in Commodity Cost
10-Dec-14,10-Dec-14,10-Dec-14,S. BUYS WHOLESALER,20.89,0.23,90,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
21-May-10,21-May-10,21-May-10,Hoffmann-La Roche ltd Basel,96.57,0.36,270,Air,ARV,Roche Basel,2502.05
6-Jun-14,6-Jun-14,7-Jun-14,Aurobindo Pharma Limited,2.25,0.04,60,Air,ARV,"Aurobindo Unit III, India",1192.25
9-Jun-10,9-Jun-10,9-Jun-10,Aurobindo Pharma Limited,2.92,0.05,60,Air,ARV,"Aurobindo Unit III, India",6369.79
20-Sep-10,20-Sep-10,20-Sep-10,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",4851
16-Apr-13,16-Apr-13,16-Apr-13,S. BUYS WHOLESALER,7.5,0.12,60,Truck,ARV,GSK Ware (UK),Freight Included in Commodity Cost
9-Mar-12,9-Mar-12,9-Mar-12,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),28.0,0.47,60,Air,ARV,Mylan (formerly Matrix) Nashik,3095.28
30-Oct-13,30-Oct-13,14-Nov-13,"Orgenics, Ltd",80.0,0.8,100,Air,HRDT,"Alere Medical Co., Ltd.",2384.79
22-Jan-14,22-Jan-14,21-Feb-14,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),13.49,0.45,30,Air,ARV,Mylan (formerly Matrix) Nashik,1003.18
11-Jun-10,11-Jun-10,11-Jun-10,Aurobindo Pharma Limited,2.53,0.04,60,Air,ARV,"Aurobindo Unit III, India",4116.81
28-Feb-13,28-Feb-13,28-Feb-13,"Orgenics, Ltd",89.0,0.89,100,Air,HRDT,"Alere Medical Co., Ltd.",91.67
23-Dec-13,10-Dec-13,16-Dec-13,"Orgenics, Ltd",89.0,0.89,100,Air,HRDT,"Alere Medical Co., Ltd.",39069.63
3-Sep-13,3-Sep-13,3-Sep-13,Aurobindo Pharma Limited,2.25,0.04,60,Air,ARV,"Aurobindo Unit III, India",See ASN-20555 (ID#:25809)
16-Apr-13,16-Apr-13,16-Apr-13,S. BUYS WHOLESALER,3.04,0.1,30,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
21-Nov-11,21-Nov-11,21-Nov-11,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),7.71,0.13,60,Air,ARV,ABBVIE Ludwigshafen Germany,7549.41
13-Jan-14,13-Jan-14,13-Jan-14,S. BUYS WHOLESALER,23.13,0.19,120,Truck,ARV,ABBVIE Ludwigshafen Germany,Freight Included in Commodity Cost
7-Oct-09,7-Oct-09,7-Oct-09,Orasure Technologies Inc.,350.0,3.5,100,Air,HRDT,"Pacific Biotech, Thailand",9334.68
7-Jul-15,7-Jul-15,7-Jul-15,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),5.94,0.1,60,Air,ARV,ABBVIE Ludwigshafen Germany,Invoiced Separately
18-Feb-15,18-Feb-15,19-Feb-15,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",24.5,24.5,1,Air,HRDT,"KHB Test Kit Facility, Shanghai China",36060
12-May-15,12-May-15,12-May-15,PHARMACY DIRECT,2.16,0.07,30,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
16-Aug-12,16-Aug-12,16-Aug-12,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),5.19,0.17,30,Air,ARV,Mylan (formerly Matrix) Nashik,119695.66
15-Nov-12,15-Nov-12,15-Nov-12,CIPLA LIMITED,6.6,0.11,60,Air,ARV,"Cipla, Goa, India",678.83
9-Jan-13,8-Jan-13,8-Jan-13,"Orgenics, Ltd",89.0,0.89,100,Air,HRDT,"Alere Medical Co., Ltd.",24927.19
24-Aug-15,24-Aug-15,24-Aug-15,PHARMACY DIRECT,11.84,0.39,30,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
21-May-10,21-May-10,21-May-10,Aurobindo Pharma Limited,13.0,0.43,30,Air,ARV,"Aurobindo Unit III, India",1120.57
12-May-10,12-May-10,12-May-10,S. BUYS WHOLESALER,15.53,0.06,240,Truck,ARV,Boehringer Ingelheim Roxane US,Freight Included in Commodity Cost
31-May-10,31-May-10,31-May-10,S. BUYS WHOLESALER,22.77,0.38,60,Truck,ARV,"Cipla, Goa, India",Freight Included in Commodity Cost
7-Oct-14,7-Oct-14,8-Oct-14,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),23.26,0.78,30,Air,ARV,ABBVIE Ludwigshafen Germany,Invoiced Separately
7-Feb-14,7-Feb-14,7-Feb-14,S. BUYS WHOLESALER,30.24,0.5,60,Truck,ARV,"Cipla, Goa, India",Freight Included in Commodity Cost
12-Nov-10,12-Nov-10,12-Nov-10,"Orgenics, Ltd",89.0,0.89,100,Air,HRDT,Inverness Japan,13753.58
23-Mar-12,23-Mar-12,23-Mar-12,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),30.82,0.26,120,Ocean,ARV,ABBVIE Ludwigshafen Germany,Invoiced Separately
21-Nov-13,21-Nov-13,21-Nov-13,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),5.94,0.1,60,Air,ARV,ABBVIE Ludwigshafen Germany,3940.54
12-Oct-11,12-Oct-11,12-Oct-11,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",29.0,1.45,20,Air,HRDT,Chembio Diagnostics Sys. Inc.,2162.26
19-Feb-15,19-Feb-15,19-Feb-15,PHARMACY DIRECT,31.19,0.52,60,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
23-Oct-13,23-Oct-13,23-Oct-13,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),12.49,0.42,30,Ocean,ARV,Mylan (formerly Matrix) Nashik,20312.64
14-Dec-12,14-Dec-12,14-Dec-12,ASPEN PHARMACARE,66.6,0.55,120,Air,ARV,"Aspen-OSD, Port Elizabeth, SA",See ASN-17430 (ID#:24384)
27-Oct-10,27-Oct-10,27-Oct-10,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),50.4,1.68,30,Air,ARV,"MSD, Haarlem, NL",1315.14
23-Jul-12,18-Jul-12,18-Jul-12,Aurobindo Pharma Limited,3.4,0.11,30,Air,ARV,"Aurobindo Unit III, India",20869.6
11-Jan-11,11-Jan-11,11-Jan-11,HETERO LABS LIMITED,4.33,0.14,30,Air,ARV,Hetero Unit III Hyderabad IN,Freight Included in Commodity Cost
1-Jul-13,1-Jul-13,1-Jul-13,Aurobindo Pharma Limited,1.3,0.02,60,Air,ARV,"Aurobindo Unit III, India",618.89
24-Jun-15,24-Jun-15,29-Jun-15,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",143.57
7-Nov-13,7-Nov-13,17-Nov-13,"Orgenics, Ltd",89.0,0.89,100,Air,HRDT,"Alere Medical Co., Ltd.",20705.23
10-Dec-14,10-Dec-14,10-Dec-14,S. BUYS WHOLESALER,13.5,0.45,30,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
27-Aug-12,27-Aug-12,27-Aug-12,CIPLA LIMITED,1.75,0.01,240,Ocean,ARV,"Cipla, Goa, India",20193.21
30-Apr-15,30-Apr-15,5-May-15,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",32.0,1.6,20,Air,HRDT,Chembio Diagnostics Sys. Inc.,Invoiced Separately
29-Aug-14,29-Aug-14,29-Aug-14,S. BUYS WHOLESALER,3.32,0.11,30,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
8-May-15,8-May-15,11-May-15,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",See ASN-31129 (ID#:40205)
28-Jan-10,28-Jan-10,28-Jan-10,"Orgenics, Ltd",72.0,0.72,100,Air,HRDT,Inverness Japan,See ASN-5853 (ID#:24427)
29-Oct-09,29-Oct-09,29-Oct-09,S. BUYS WHOLESALER,26.11,0.44,60,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
4-May-10,4-May-10,4-May-10,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),36.16,0.3,120,Air,ARV,ABBVIE Ludwigshafen Germany,1084.27
9-Feb-12,9-Feb-12,9-Feb-12,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",1938.15
20-Jul-12,20-Jul-12,20-Jul-12,"Orgenics, Ltd",80.0,0.8,100,Air,HRDT,"Alere Medical Co., Ltd.",32272
12-May-15,12-May-15,12-May-15,PHARMACY DIRECT,12.82,0.21,60,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
7-Sep-10,17-Nov-10,17-Nov-10,Aurobindo Pharma Limited,4.67,0.16,30,Air,ARV,"Aurobindo Unit III, India",4263.08
16-May-12,16-May-12,16-May-12,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),13.0,0.22,60,Air,ARV,Mylan (formerly Matrix) Nashik,See ASN-14517 (ID#:44737)
8-Dec-10,8-Dec-10,8-Dec-10,Aurobindo Pharma Limited,2.92,0.05,60,Air,ARV,"Aurobindo Unit III, India",5159.33
20-Sep-10,20-Sep-10,20-Sep-10,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),15.74,0.26,60,Air,ARV,Mylan (formerly Matrix) Nashik,3896.68
7-Sep-15,7-Sep-15,7-Sep-15,HETERO LABS LIMITED,9.5,0.32,30,Air,ARV,Hetero Unit III Hyderabad IN,See ASN-33143 (ID#:42190)
7-Sep-10,27-Oct-10,27-Oct-10,Aurobindo Pharma Limited,4.67,0.16,30,Air,ARV,"Aurobindo Unit III, India",4263.07
